,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOME,TIPO DE BENEFICIO,ATUALMENTE NO SISTEMA,CICLO DE VALIDAÇÃO,VALIDADO PGE,VALIDADO PRESIDENCIA,SIMULAVEL,TIPO,APOS_ESPECIAL,TIPO_REMUN,PARIDADE,TabelaPontuacao,Requisitos da IN Nº 5/2020,Relatório p/ Reserva Remunerada por Idade ex-officio,ADICIONAL_INATIVIDADE,DATA_ADM_ATE,DATA_ADM_APOS,DATA_DIREITO_ATE,DATA_DIREITO_APOS,FUNDAMENTACAO_PROPORCIONAL,VISIVEL DTC PROPORCIONAL,FUNDAMENTACAO_INTEGRAL,VISIVEL DTC INTEGRAL,SEXO,INTEGRAL,TIPO_CALCULO,FUNDAMENTACAO,status_regra,motivo_inativacao,status_auditoria,auditado_por,auditado_em,atos_validacao,dispositivos,precedentes,disposicao_de_achados
"Incapacidade Perm.- Art. 40, §1º, I da CF com redaçao da EC 103/19 c/c art. 30 da Lc nº 1100/21 - Após 31/12/2003",APOSENTADORIA POR INCAPACIDADE PERMANENTE,TRUE,1º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/2004 00:00,31/12/2099 00:00,23/10/2021 00:00,,N,"Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, §§ 5° e 6º, da Lei Complementar Estadual nº 1.100/2021 (acidente em serviço com ingresso após 2003) | Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, §8°, da Lei Complementar Estadual nº 1.100/2021 (doença grave, contagiosa ou incurável, com ingresso após 2003) | Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, da Lei Complementar Estadual nº 1.100/2021 (moléstia profissional com ingresso após 2003)",N,AMBOS,N,Proporcionalidade Dias,,ativa,,importada,,,[],[],[],[]
"Incapacidade Perm.- Art. 40, §1º, I da CF com redaçao da EC 103/19 c/c art. 30 da Lc nº 1100/21 - Após 31/12/2003",APOSENTADORIA POR INCAPACIDADE PERMANENTE,TRUE,1º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/2004 00:00,31/12/2099 00:00,23/10/2021 00:00,,N,"Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, §§ 5° e 6º, da Lei Complementar Estadual nº 1.100/2021 (acidente em serviço com ingresso após 2003) | Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, §8°, da Lei Complementar Estadual nº 1.100/2021 (doença grave, contagiosa ou incurável, com ingresso após 2003) | Aposentadoria por incapacidade permanente, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1º, inciso I, da Constituição Federal, com redação dada pela Emenda Constitucional n. 103/2019 e os artigos 25 e 27, inciso I e 30, da Lei Complementar Estadual nº 1.100/2021 (moléstia profissional com ingresso após 2003)",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],[],[],[]
Aposentadoria Compulsória - Redação Original CF/88,APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,16/12/1998 00:00,01/01/1910 00:00,"Art. 40, inciso II da Constituição Federal de 1988 em seu texto original",N,,N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-inc-ii/original.md""]",[],[]
Aposentadoria por Idade - Redação Original CF/88,APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,16/12/1998 00:00,01/01/1910 00:00,"Art. 40, inciso III, alínea ""d"" da Constituição Federal de 1988 em seu texto original",N,,N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-inc-iii-al-d/original.md""]",[],[]
Aposentadoria Compulsória - Redação EC 20/1998,APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,"Art 40, §1º, II, da CF com redação da EC 20/98",N,,N,,,Não identificado,,ativa,,revisada,franklinbaldo,2026-07-30,[],"[""/dispositivos/cf88/art-40-par-1-inc-ii/ec-20-1998.md"", ""/dispositivos/cf88/art-40-par-3/ec-20-1998.md""]",[],"[{""achado"": ""/achados/achado-0008.md"", ""disposicao"": ""encaminhada"", ""decisao_pendente_de"": ""IPERON, como titular do produto Sisprev"", ""justificativa"": ""Conferência fechada contra a fonte, e o que resta não é da auditoria. **São duas decisões distintas, e as duas pertencem ao IPERON por títulos diferentes** — daí um único `decisao_pendente_de` nomeá-lo como titular do produto, e não como dono de um campo. (1) **Preenchimento de campo deployável**: os dois campos vazios são lapso com valor conferido — `sexo: AMBOS` (o dispositivo não distingue sexo e a sucessora sob o mesmo inciso II grava AMBOS) e `integral: N` (\""proventos proporcionais\"", literal) —, e gravá-los é decisão de quem responde pelo produto, dentro dos domínios que já existem. (2) **Lacuna do domínio de `tipo_calculo`**: o valor `\""Não identificado\""` foi conferido contra o art. 40, § 3º na redação da EC 20/1998, transcrito nesta rodada — a base é a totalidade da remuneração do cargo efetivo reduzida à proporção do tempo de contribuição, e nenhum rótulo do domínio expressa isso. O valor descreve corretamente o estado do catálogo; criar o rótulo que falta é alteração de enum, isto é, **do sistema**, e não parametrização — fora do escopo desta auditoria por natureza, não por conveniência. A acusação sobre essa lacuna ainda não foi autorada como achado: pendência preservada de propósito."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}, {""achado"": ""/achados/achado-0053.md"", ""disposicao"": ""encaminhada"", ""decisao_pendente_de"": ""IPERON, como titular do Sisprev — qual operador o motor aplica a DATA_DIREITO_APOS"", ""justificativa"": ""O defeito descrito alcança esta regra, e o que resta não é da auditoria. Esta regra grava `data_direito_apos: 16/12/1998`, que é exatamente a entrada em vigor da EC 20/1998 — o dispositivo está transcrito no bundle e a igualdade é conferida, não suposta. **O que não se sabe é o operador**: se `DATA_DIREITO_APOS` é inclusivo, a janela está correta e nada nesta regra muda; se é exclusivo como `DATA_ADM_APOS`, a cobertura começaria em 17/12/1998 e a regra negaria o benefício no primeiro dia de vigência da norma que a fundamenta. As duas leituras são compatíveis com tudo o que o catálogo contém, e nenhum campo registra o operador. **A premissa firmada pela auditoria é a inclusiva**, e sob ela a janela desta regra está correta: `16/12/1998` é o primeiro dia coberto, que é o dia em que a EC 20/1998 entrou em vigor. Encaminhada, e não `nao_se_aplica`: a regra está na população por medição, não por alcance excessivo do achado, e a premissa não é resposta — o operador segue não confirmado no Sisprev. E não `corrigida`: sob a premissa não há defeito a corrigir, e corrigir sob a leitura oposta criaria o erro de um dia em vez de removê-lo. A conferência dos critérios materiais desta regra permanece fechada; o que este achado acrescenta é a premissa citada de que a fronteira inferior depende."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Aposentadoria por Idade - Redação EC 20/1998,APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,"Art 40, §1º, III, alinea ""b"" da CF com redação da EC 20/98",N,,N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii-al-b/ec-20-1998.md""]",[],[]
"Compulsória - Art. 40, §1º, II da CF, com redação dada pela EC nº 41/2003 e Art. 21 da LC 432/2008",APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,03/12/2015 00:00,31/12/2003 00:00,"Art. 40, § 1º, inciso II, da Constituição Federal, com redação dada pela Emenda Constitucional nº 88/2015; em conformidade com a Lei Complementar nº 152/2015, combinado com os artigos 17, 21, § 1º, 45 e 62 da Lei Complementar Estadual nº 432/2008, e com o artigo 4º da Emenda Constitucional Estadual nº 146/2021.",N,,N,AMBOS,N,Proporcionalidade Dias,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-ii/ec-88-2015.md"", ""/dispositivos/ece-146-2021/art-4/original.md"", ""/dispositivos/lce-432-2008/art-17/original.md"", ""/dispositivos/lce-432-2008/art-21-par-1/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md""]",[],[]
"Voluntária Comum Idade - Art. 40, §1º,III, ""b"" da CF c/c art. 4º da EC 146/21",APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,"Artigo 40, § 1º, inciso II da Constituição Federal, com redação dada pela Emenda Constitucional nº 41/2003, artigos 17, 45 e 62 da Lei Complementar Estadual nº 432/2008 e art. 1º Lei nº 10.887/2004",N,,N,MASCULINO,N,Proporcionalidade Dias,,ativa,,importada,,,[],"[""/dispositivos/lce-432-2008/art-17/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md"", ""/dispositivos/lei-10887-2004/art-1/original.md""]",[],[]
"Voluntária Comum Idade - Art. 40, §1º,III, ""b"" da CF c/c art. 4º da EC 146/21",APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,"Artigo 40, § 1º, inciso II da Constituição Federal, com redação dada pela Emenda Constitucional nº 41/2003, artigos 17, 45 e 62 da Lei Complementar Estadual nº 432/2008 e art. 1º Lei nº 10.887/2004",N,,N,FEMININO,N,Proporcionalidade Dias,,ativa,,importada,,,[],"[""/dispositivos/lce-432-2008/art-17/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md"", ""/dispositivos/lei-10887-2004/art-1/original.md""]",[],[]
"Compulsória - Art. 40, §1º, II da CF e LC nº 152/15, c/c art. 31 da Lei Complementar nº 1.100 /2021",APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2024 00:00,04/12/2015 00:00,"Aposentadoria compulsória com proventos proporcionais ao tempo de contribuição, com base na média aritmética simples, e sem paridade, com base no artigo 40, § 1º, II, da Constituição Federal, com redação dada pela Emenda Constitucional nº 88/2015, artigo 2º da Lei Complementar nº 152/2015, artigos 24, 26, 27, inciso II, e 31 da Lei Complementar Estadual nº 1.100/2021.",N,,N,MASCULINO,N,Proporcionalidade Dias,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-ii/ec-88-2015.md"", ""/dispositivos/lc-152-2015/art-2/original.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-26/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-31/original.md""]",[],[]
"Compulsória - Art. 40, §1º, II da CF e LC nº 152/15, c/c art. 31 da Lei Complementar nº 1.100 /2021",APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2024 00:00,04/12/2015 00:00,"Aposentadoria compulsória com proventos proporcionais ao tempo de contribuição, com base na média aritmética simples, e sem paridade, com base no artigo 40, § 1º, II, da Constituição Federal, com redação dada pela Emenda Constitucional nº 88/2015, artigo 2º da Lei Complementar nº 152/2015, artigos 24, 26, 27, inciso II, e 31 da Lei Complementar Estadual nº 1.100/2021.",N,,N,FEMININO,N,Proporcionalidade Dias,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-ii/ec-88-2015.md"", ""/dispositivos/lc-152-2015/art-2/original.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-26/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-31/original.md""]",[],[]
"Compulsória - Art. 40, §1º, II da CF com redaçao da EC 103/19 c/c art. 31 da Lc nº 1.100/2021",APOSENTADORIA COMPULSÓRIA,TRUE,2º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,"Aposentadoria compulsória, com proventos proporcionais ao tempo de contribuição (média aritmética simples) e sem paridade, com base no artigo 40, § 1º, inciso II, da Constituição Federal, com redação dada pela Emenda Constitucional nº 88/2015; em conformidade com a Lei Complementar nº 152/2015, combinado com os artigos 17, 21, § 1º, 45 e 62 da Lei Complementar Estadual nº 432/2008, e com o artigo 4º da Emenda Constitucional Estadual nº 146/2021.",N,,N,AMBOS,N,Tipo Cálculo Nova Previdência,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-ii/ec-88-2015.md"", ""/dispositivos/ece-146-2021/art-4/original.md"", ""/dispositivos/lce-432-2008/art-17/original.md"", ""/dispositivos/lce-432-2008/art-21-par-1/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md""]",[],[]
"Voluntária por Idade do Servidor com Deficiência - Art. 35, IV da Lei Complementar 1.100/2021",APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, II; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,N,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],[]
"Voluntária por Idade do Servidor com Deficiência - Art. 35, IV da Lei Complementar 1.100/2021",APOSENTADORIA POR IDADE,TRUE,2º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, II; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,N,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da Constituição Federal c/c do Art. 32 da LC 1.100/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, e artigos 25, 27, inciso I, e artigo 32, da Lei Complementar nº 1.100/2021.",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-32/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da Constituição Federal c/c do Art. 32 da LC 1.100/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, e artigos 25, 27, inciso I, e artigo 32, da Lei Complementar nº 1.100/2021.",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-32/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da Constituição Federal c/c do Art. 32 da LC 1.100/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1910 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1°, inciso III, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, e artigos 24, 27, inciso II, e artigo 32, da Lei Complementar nº 1.100/2021.",N,MASCULINO,S,Valor Médio,Art. 24 da Lei Complementar 1.100 de 18 de outubro de 2021,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-32/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da Constituição Federal c/c do Art. 32 da LC 1.100/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2099 00:00,01/01/1910 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, § 1°, inciso III, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, e artigos 24, 27, inciso II, e artigo 32, da Lei Complementar nº 1.100/2021.",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-32/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib - Art. 24, 45 e 62 da LCE 432/08 e Art. 4º da EC/Estadual (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1º, inciso III, alínea “a” e §5º, da Constituição Federal, com redação dada pela Emenda Constitucional nº 20/1998, quanto ao preenchimento dos requisitos de aposentadoria; artigo 40, §§ 3º e 8º com redação dada pela Emenda Constitucional nº 41/2003, no que tange à fórmula de cálculo e reajuste; artigos 24, 45 e 62 da Lei Complementar Estadual nº 432/2008, e no artigo 4º da Emenda Constitucional Estadual nº 146/2021.",N,MASCULINO,N,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii-al-a/ec-20-1998.md"", ""/dispositivos/cf88/art-40-par-5/ec-20-1998.md"", ""/dispositivos/ece-146-2021/art-4/original.md"", ""/dispositivos/lce-432-2008/art-24/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib - Art. 24, 45 e 62 da LCE 432/08 e Art. 4º da EC/Estadual (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1º, inciso III, alínea “a” e §5º, da Constituição Federal, com redação dada pela Emenda Constitucional nº 20/1998, quanto ao preenchimento dos requisitos de aposentadoria; artigo 40, §§ 3º e 8º com redação dada pela Emenda Constitucional nº 41/2003, no que tange à fórmula de cálculo e reajuste; artigos 24, 45 e 62 da Lei Complementar Estadual nº 432/2008, e no artigo 4º da Emenda Constitucional Estadual nº 146/2021.",N,FEMININO,N,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii-al-a/ec-20-1998.md"", ""/dispositivos/cf88/art-40-par-5/ec-20-1998.md"", ""/dispositivos/ece-146-2021/art-4/original.md"", ""/dispositivos/lce-432-2008/art-24/original.md"", ""/dispositivos/lce-432-2008/art-45/lce-672-2012.md"", ""/dispositivos/lce-432-2008/art-62/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da CF c/c do Art. 25, 27, I da LC 1100/21 (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 5°, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 33, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra permanente da aposentadoria especial de professor.",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-33/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contrib. - Art. 40, §1º, III da CF c/c do Art. 25, 27, I da LC 1100/21 (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 5°, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 33, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra permanente da aposentadoria especial de professor.",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-33/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contribuição - Art. 6º, §2º, I da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 6º, § 2º, I, e § 3°, I, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,MASCULINO,S,Remuneração de Contribuição,"Art. 6º, § 2º, I, da EC 146/2021 (cálculo por integralidade e paridade remuneratória)",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-6-par-2-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-6-par-3-inc-i/original.md""]",[],[]
"Voluntária por Idade e Tempo de Contribuição - Art. 6º, §2º, I da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 6º, § 2º, I, e § 3°, I, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-6-par-2-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-6-par-3-inc-i/original.md""]",[],[]
